#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RGS4	CCR10	1859995	1851480	9606.ENSP00000397181	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
MAX	MAPK11	1853721	1851615	9606.ENSP00000351490	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
HCAR2	HTR1B	1857878	1855143	9606.ENSP00000375066	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.900
CCR3	GNB1	1862185	1856899	9606.ENSP00000441600	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	PIK3CA	1864056	1845446	9606.ENSP00000468991	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
CXCL2	ADCY5	1861702	1861410	9606.ENSP00000427279	9606.ENSP00000419361	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	RGS6	1864056	1862736	9606.ENSP00000468991	9606.ENSP00000451030	0	0	0	0	0	0	0.900	0	0.900
BCAR1	GNB1	1859585	1856899	9606.ENSP00000391669	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
OPRM1	CCL25	1859815	1857886	9606.ENSP00000394624	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
S1PR2	DRD3	1863970	1857726	9606.ENSP00000466933	9606.ENSP00000373169	0	0	0	0.632	0	0	0.900	0	0.900
OPRM1	TAS2R1	1859815	1857537	9606.ENSP00000394624	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
S1PR2	HCAR3	1863970	1862042	9606.ENSP00000466933	9606.ENSP00000436714	0	0	0	0	0	0	0.900	0	0.900
HCAR2	GNAI3	1857878	1855121	9606.ENSP00000375066	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
ADRA2C	CCR10	1859088	1851480	9606.ENSP00000386069	9606.ENSP00000332504	0	0	0	0.633	0	0	0.900	0	0.900
MTRNR2L2	CXCR3	1864056	1855969	9606.ENSP00000468991	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	OXER1	1859132	1856912	9606.ENSP00000386210	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
RGS14	GPR55	1859140	1857975	9606.ENSP00000386229	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CXCL12	1864056	1858332	9606.ENSP00000468991	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.900
RGS6	OXER1	1862736	1856912	9606.ENSP00000451030	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	ADRA2B	1864056	1859258	9606.ENSP00000468991	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.900
RGS14	OXER1	1859140	1856912	9606.ENSP00000386229	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	CXCL12	1859127	1858332	9606.ENSP00000386201	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.900
STRAP	ZFYVE9	1859630	1847085	9606.ENSP00000392270	9606.ENSP00000287727	0	0	0	0	0	0	0.900	0	0.900
CXCL2	GRM2	1861702	1858262	9606.ENSP00000427279	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.900
CXCR4	CNR2	1859216	1856124	9606.ENSP00000386884	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	LPAR3	1864056	1855308	9606.ENSP00000468991	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
CCL25	OXER1	1857886	1856912	9606.ENSP00000375086	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
RGS6	TAS2R1	1862736	1857537	9606.ENSP00000451030	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
TNRC6A	E2F1	1858333	1852951	9606.ENSP00000379144	9606.ENSP00000345571	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	DRD3	1864056	1857726	9606.ENSP00000468991	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.900
HCAR2	CCR10	1857878	1851480	9606.ENSP00000375066	9606.ENSP00000332504	0	0	0	0.668	0	0	0.900	0	0.900
TAS2R41	GPR55	1859127	1857975	9606.ENSP00000386201	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	GRM4	1864056	1856056	9606.ENSP00000468991	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.900
HCAR2	P2RY4	1857878	1856135	9606.ENSP00000375066	9606.ENSP00000363643	0	0	0	0.721	0	0	0.900	0	0.900
PHC3	EIF2C1	1861472	1855852	9606.ENSP00000420294	9606.ENSP00000362300	0	0	0	0	0	0	0.900	0	0.900
UBA52	AXIN1	1859324	1845118	9606.ENSP00000388107	9606.ENSP00000262320	0	0	0	0	0	0	0.900	0	0.900
CCR3	RGS14	1862185	1859140	9606.ENSP00000441600	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.900
CHRM4	HCAR2	1860789	1857878	9606.ENSP00000409378	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
RGS6	CXCL1	1862736	1858329	9606.ENSP00000451030	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
RGS6	TAS2R40	1862736	1859132	9606.ENSP00000451030	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	SP1	1860314	1851138	9606.ENSP00000401946	9606.ENSP00000329357	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	CCR4	1860507	1851498	9606.ENSP00000405095	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	HCAR2	1860507	1857878	9606.ENSP00000405095	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
RGS14	DRD3	1859140	1857726	9606.ENSP00000386229	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.900
ADCY5	CCR10	1861410	1851480	9606.ENSP00000419361	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
ADRA2C	TAS2R1	1859088	1857537	9606.ENSP00000386069	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
ADRA2C	P2RY4	1859088	1856135	9606.ENSP00000386069	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
CHRM4	CXCL1	1860789	1858329	9606.ENSP00000409378	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
S1PR2	OPRM1	1863970	1859815	9606.ENSP00000466933	9606.ENSP00000394624	0	0	0	0.628	0	0	0.900	0	0.900
TNRC6A	ETS1	1858333	1858032	9606.ENSP00000379144	9606.ENSP00000376436	0	0	0	0	0	0	0.900	0	0.900
CXCL2	GNAT3	1861702	1858594	9606.ENSP00000427279	9606.ENSP00000381339	0	0	0	0	0	0	0.900	0	0.900
GRM4	GNAI3	1856056	1855121	9606.ENSP00000363296	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	P2RY4	1860507	1856135	9606.ENSP00000405095	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
LPAR2	OXER1	1858966	1856912	9606.ENSP00000384665	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
RGS6	GPR55	1862736	1857975	9606.ENSP00000451030	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
TAS2R1	P2RY4	1857537	1856135	9606.ENSP00000371932	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	GNAT3	1859127	1858594	9606.ENSP00000386201	9606.ENSP00000381339	0	0	0	0	0	0	0.900	0	0.900
RGS4	OXER1	1859995	1856912	9606.ENSP00000397181	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
CCL25	P2RY4	1857886	1856135	9606.ENSP00000375086	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
CNR2	CCR4	1856124	1851498	9606.ENSP00000363596	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	DRD3	1861884	1857726	9606.ENSP00000431719	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	LPAR2	1859258	1858966	9606.ENSP00000387281	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.900
HCAR3	TAS2R1	1862042	1857537	9606.ENSP00000436714	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	NMS	1859132	1856567	9606.ENSP00000386210	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	CXCL1	1860507	1858329	9606.ENSP00000405095	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
GPR55	TAS2R1	1857975	1857537	9606.ENSP00000375893	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	ADRA2C	1860507	1859088	9606.ENSP00000405095	9606.ENSP00000386069	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CCR10	1862042	1851480	9606.ENSP00000436714	9606.ENSP00000332504	0	0	0	0.668	0	0	0.900	0	0.900
CASR	CCL25	1861464	1857886	9606.ENSP00000420194	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
UBA52	CDKN1A	1859324	1843736	9606.ENSP00000388107	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	ADRA2C	1859127	1859088	9606.ENSP00000386201	9606.ENSP00000386069	0	0	0	0	0	0	0.900	0	0.900
ADRA2C	CCR4	1859088	1851498	9606.ENSP00000386069	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
CASR	GPR55	1861464	1857975	9606.ENSP00000420194	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
CBFB	JUNB	1861140	1848518	9606.ENSP00000415151	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0	0.900
CCR3	OPRM1	1862185	1859815	9606.ENSP00000441600	9606.ENSP00000394624	0	0	0	0.742	0	0	0.900	0	0.900
CXCL2	GRM4	1861702	1856056	9606.ENSP00000427279	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	GNAI3	1861884	1855121	9606.ENSP00000431719	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
S1PR2	CHRM4	1863970	1860789	9606.ENSP00000466933	9606.ENSP00000409378	0	0	0	0.628	0	0	0.900	0	0.900
TAS2R43	GPR55	1861884	1857975	9606.ENSP00000431719	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
PLAU	E2F1	1855748	1852951	9606.ENSP00000361850	9606.ENSP00000345571	0	0	0	0	0	0	0.900	0	0.900
CCL25	HCAR2	1857886	1857878	9606.ENSP00000375086	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
GNB1	AR	1856899	1856164	9606.ENSP00000367869	9606.ENSP00000363822	0	0	0	0	0	0	0.900	0	0.900
S1PR2	GPR55	1863970	1857975	9606.ENSP00000466933	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
CASR	RGS14	1861464	1859140	9606.ENSP00000420194	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.900
GNAT3	CCL25	1858594	1857886	9606.ENSP00000381339	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
RGS14	NMS	1859140	1856567	9606.ENSP00000386229	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
PRKACG	NR3C1	1856652	1843294	9606.ENSP00000366488	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0	0.900
EIF2C3	MAPK11	1855848	1851615	9606.ENSP00000362287	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	CCR4	1861884	1851498	9606.ENSP00000431719	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CHRM4	1864056	1860789	9606.ENSP00000468991	9606.ENSP00000409378	0	0	0	0	0	0	0.900	0	0.900
CCR3	NMS	1862185	1856567	9606.ENSP00000441600	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
CNR2	HTR1B	1856124	1855143	9606.ENSP00000363596	9606.ENSP00000358963	0	0	0	0.631	0	0	0.900	0	0.900
MTRNR2L2	TAS2R40	1864056	1859132	9606.ENSP00000468991	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.900
CHRM4	OXER1	1860789	1856912	9606.ENSP00000409378	9606.ENSP00000367930	0	0	0	0.621	0	0	0.900	0	0.900
ADCY5	TAS2R41	1861410	1859127	9606.ENSP00000419361	9606.ENSP00000386201	0	0	0	0	0	0	0.900	0	0.900
RGS6	CCL25	1862736	1857886	9606.ENSP00000451030	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
S1PR2	ADCY5	1863970	1861410	9606.ENSP00000466933	9606.ENSP00000419361	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	E2F1	1860314	1852951	9606.ENSP00000401946	9606.ENSP00000345571	0	0	0	0	0	0	0.900	0	0.900
CHRM4	TAS2R41	1860789	1859127	9606.ENSP00000409378	9606.ENSP00000386201	0	0	0	0	0	0	0.900	0	0.900
OXER1	CNR2	1856912	1856124	9606.ENSP00000367930	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
OPRM1	ADRA2C	1859815	1859088	9606.ENSP00000394624	9606.ENSP00000386069	0	0	0	0.656	0	0	0.900	0	0.900
CCR3	TAS2R43	1862185	1861884	9606.ENSP00000441600	9606.ENSP00000431719	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	EDN1	1864056	1857019	9606.ENSP00000468991	9606.ENSP00000368683	0	0	0	0	0	0	0.900	0	0.900
CCR3	LPAR2	1862185	1858966	9606.ENSP00000441600	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.900
CXCL2	HTR1B	1861702	1855143	9606.ENSP00000427279	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.900
CCR3	P2RY4	1862185	1856135	9606.ENSP00000441600	9606.ENSP00000363643	0	0	0	0.719	0	0	0.900	0	0.900
CXCR4	LPAR2	1859216	1858966	9606.ENSP00000386884	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.900
RGS6	CCR3	1862736	1862185	9606.ENSP00000451030	9606.ENSP00000441600	0	0	0	0	0	0	0.900	0	0.900
RGS14	CCR10	1859140	1851480	9606.ENSP00000386229	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
LPAR2	P2RY4	1858966	1856135	9606.ENSP00000384665	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
LPAR2	CCL25	1858966	1857886	9606.ENSP00000384665	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	CDKN2B	1860314	1846519	9606.ENSP00000401946	9606.ENSP00000276925	0	0	0	0	0	0	0.900	0	0.900
GPR55	CCL25	1857975	1857886	9606.ENSP00000375893	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
LPAR2	CCR10	1858966	1851480	9606.ENSP00000384665	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
CXCL2	TAS2R41	1861702	1859127	9606.ENSP00000427279	9606.ENSP00000386201	0	0	0	0	0	0	0.900	0	0.900
CCR3	TAS2R1	1862185	1857537	9606.ENSP00000441600	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
CXCL1	CNR2	1858329	1856124	9606.ENSP00000379110	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
SAP18	SKIL	1857541	1844666	9606.ENSP00000371973	9606.ENSP00000259119	0	0	0	0	0	0	0.900	0	0.900
DRD3	LPAR3	1857726	1855308	9606.ENSP00000373169	9606.ENSP00000359643	0	0	0	0.633	0	0	0.900	0	0.900
PHC3	EIF2C4	1861472	1855854	9606.ENSP00000420294	9606.ENSP00000362306	0	0	0	0	0	0	0.900	0	0.900
CCR3	ADRA2C	1862185	1859088	9606.ENSP00000441600	9606.ENSP00000386069	0	0	0	0.626	0	0	0.900	0	0.900
TAS2R43	CXCR4	1861884	1859216	9606.ENSP00000431719	9606.ENSP00000386884	0	0	0	0	0	0	0.900	0	0.900
UBA52	CCND1	1859324	1843117	9606.ENSP00000388107	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.900
GNA13	ESR1	1860237	1842435	9606.ENSP00000400717	9606.ENSP00000206249	0	0	0	0	0	0	0.900	0	0.900
HCAR3	RGS4	1862042	1859995	9606.ENSP00000436714	9606.ENSP00000397181	0	0	0	0	0	0	0.900	0	0.900
TAS2R1	CXCR3	1857537	1855969	9606.ENSP00000371932	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	TAS2R40	1859258	1859132	9606.ENSP00000387281	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.900
CCR3	DRD3	1862185	1857726	9606.ENSP00000441600	9606.ENSP00000373169	0	0	0	0.627	0	0	0.900	0	0.900
TAS2R43	RGS14	1861884	1859140	9606.ENSP00000431719	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.900
ADCY5	TAS2R1	1861410	1857537	9606.ENSP00000419361	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	RGS14	1859258	1859140	9606.ENSP00000387281	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.900
CXCL12	HTR1B	1858332	1855143	9606.ENSP00000379140	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	NMS	1860507	1856567	9606.ENSP00000405095	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
FGR	TDGF1	1856028	1847689	9606.ENSP00000363115	9606.ENSP00000296145	0	0	0	0	0	0	0.900	0	0.900
JUN	CDKN1B	1855436	1843169	9606.ENSP00000360266	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
CDKN2B	CDKN1A	1846519	1843736	9606.ENSP00000276925	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
CXCR4	CCR4	1859216	1851498	9606.ENSP00000386884	9606.ENSP00000332659	0	0	0	0.879	0	0	0.900	0	0.899
MEN1	SMAD2	1851960	1845079	9606.ENSP00000337088	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
MYC	NPM1	1856789	1847808	9606.ENSP00000367207	9606.ENSP00000296930	0	0	0	0	0	0	0.900	0	0.899
EDN1	HCK	1857019	1856392	9606.ENSP00000368683	9606.ENSP00000365012	0	0	0	0	0	0	0.900	0	0.899
EP300	APOA1	1845316	1843442	9606.ENSP00000263253	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0	0.899
IFNB1	SMAD3	1857184	1851536	9606.ENSP00000369581	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
FKBP1A	ZFYVE9	1857423	1847085	9606.ENSP00000371138	9606.ENSP00000287727	0	0	0	0	0	0	0.900	0	0.899
HDAC1	MAX	1855935	1853721	9606.ENSP00000362649	9606.ENSP00000351490	0	0	0	0	0	0	0.900	0	0.899
FOS	TGFB1	1848822	1842869	9606.ENSP00000306245	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0	0.899
CXCL2	CCL25	1861702	1857886	9606.ENSP00000427279	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.899
JUN	LPAR3	1855436	1855308	9606.ENSP00000360266	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
HDAC1	CCND2	1855935	1844875	9606.ENSP00000362649	9606.ENSP00000261254	0	0	0	0	0	0	0.900	0	0.899
HCAR3	HCAR2	1862042	1857878	9606.ENSP00000436714	9606.ENSP00000375066	0	0	0	0.989	0	0	0.900	0	0.899
OPRM1	GRM2	1859815	1858262	9606.ENSP00000394624	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
ZBTB17	SMAD4	1856370	1852473	9606.ENSP00000364895	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
TFDP2	CDKN1A	1861493	1843736	9606.ENSP00000420616	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
SMAD3	CDKN1A	1851536	1843736	9606.ENSP00000332973	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
TAS2R41	GNAI3	1859127	1855121	9606.ENSP00000386201	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.899
EDN1	DNM1	1857019	1855784	9606.ENSP00000368683	9606.ENSP00000362014	0	0	0	0	0	0	0.900	0	0.899
PHC3	MAPK11	1861472	1851615	9606.ENSP00000420294	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.899
CTNNB1	FOS	1852818	1848822	9606.ENSP00000344456	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0	0.899
RUNX2	SMAD4	1855482	1852473	9606.ENSP00000360493	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
CXCL12	GRM2	1858332	1858262	9606.ENSP00000379140	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
CHRM4	GRM2	1860789	1858262	9606.ENSP00000409378	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
CCR3	CCR10	1862185	1851480	9606.ENSP00000441600	9606.ENSP00000332504	0	0	0	0.715	0	0	0.900	0	0.899
GNAS	ESR1	1855402	1842435	9606.ENSP00000360141	9606.ENSP00000206249	0	0	0	0	0	0	0.900	0	0.899
CXCL2	CXCR4	1861702	1859216	9606.ENSP00000427279	9606.ENSP00000386884	0	0	0	0	0	0	0.900	0	0.899
MTMR4	PIKFYVE	1850721	1845534	9606.ENSP00000325285	9606.ENSP00000264380	0	0	0	0.609	0	0	0.900	0	0.899
FOXO3	CDKN1A	1852227	1843736	9606.ENSP00000339527	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
BMI1	MAX	1856537	1853721	9606.ENSP00000365851	9606.ENSP00000351490	0	0	0	0	0	0	0.900	0	0.899
STRAP	PML	1859630	1845989	9606.ENSP00000392270	9606.ENSP00000268058	0	0	0	0	0	0	0.900	0	0.899
RGS4	CNR2	1859995	1856124	9606.ENSP00000397181	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.899
GNAS	GNAI3	1855402	1855121	9606.ENSP00000360141	9606.ENSP00000358867	0	0	0	0.901	0	0	0.900	0	0.899
CXCL2	CCR10	1861702	1851480	9606.ENSP00000427279	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.899
CASR	GRM4	1861464	1856056	9606.ENSP00000420194	9606.ENSP00000363296	0	0	0	0.800	0	0	0.900	0	0.899
RBL1	CDC25A	1855962	1848560	9606.ENSP00000362768	9606.ENSP00000303706	0	0	0	0	0	0	0.900	0	0.899
GATA3	SMAD4	1857010	1852473	9606.ENSP00000368632	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
CCND3	CREBBP	1855798	1845124	9606.ENSP00000362082	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.899
JUN	IRF7	1855436	1851145	9606.ENSP00000360266	9606.ENSP00000329411	0	0	0	0	0	0	0.900	0	0.899
UBE2D1	CDKN1B	1856011	1843169	9606.ENSP00000363019	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
TFDP2	CDKN1B	1861493	1843169	9606.ENSP00000420616	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
MYC	E2F1	1856789	1852951	9606.ENSP00000367207	9606.ENSP00000345571	0	0	0	0	0	0	0.900	0	0.899
CDKN2C	CCND1	1845196	1843117	9606.ENSP00000262662	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
SP1	SMAD7	1851138	1845078	9606.ENSP00000329357	9606.ENSP00000262158	0	0	0	0	0	0	0.900	0	0.899
EP300	SKIL	1845316	1844666	9606.ENSP00000263253	9606.ENSP00000259119	0	0	0	0	0	0	0.900	0	0.899
CXCL1	HCAR2	1858329	1857878	9606.ENSP00000379110	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.899
CBFB	FOS	1861140	1848822	9606.ENSP00000415151	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0	0.899
E2F1	GSC	1852951	1843487	9606.ENSP00000345571	9606.ENSP00000238558	0	0	0	0	0	0	0.900	0	0.899
CASR	HCAR2	1861464	1857878	9606.ENSP00000420194	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.899
NCOR2	SMAD2	1858893	1845079	9606.ENSP00000384018	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
FOXO1	CDKN1B	1857055	1843169	9606.ENSP00000368880	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
MAX	NPM1	1853721	1847808	9606.ENSP00000351490	9606.ENSP00000296930	0	0	0	0	0	0	0.900	0	0.899
RGS4	ADRA2C	1859995	1859088	9606.ENSP00000397181	9606.ENSP00000386069	0	0	0	0	0	0	0.900	0	0.899
CASR	ADRA2C	1861464	1859088	9606.ENSP00000420194	9606.ENSP00000386069	0	0	0	0	0	0	0.900	0	0.899
MAX	CREBBP	1853721	1845124	9606.ENSP00000351490	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.899
CASR	LPAR2	1861464	1858966	9606.ENSP00000420194	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.899
AR	PIK3CA	1856164	1845446	9606.ENSP00000363822	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
IFNB1	IRF7	1857184	1851145	9606.ENSP00000369581	9606.ENSP00000329411	0	0	0	0	0	0	0.900	0	0.899
CDKN2A	CEBPB	1859838	1848728	9606.ENSP00000394932	9606.ENSP00000305422	0	0	0	0	0	0	0.900	0	0.899
OPRM1	GRM4	1859815	1856056	9606.ENSP00000394624	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
BCAR1	CXCR4	1859585	1859216	9606.ENSP00000391669	9606.ENSP00000386884	0	0	0	0	0	0	0.900	0	0.899
LPAR2	JUN	1858966	1855436	9606.ENSP00000384665	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0	0.899
S1PR2	CXCR3	1863970	1855969	9606.ENSP00000466933	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.899
TNRC6B	TNRC6A	1860314	1858333	9606.ENSP00000401946	9606.ENSP00000379144	0	0	0	0.808	0	0	0.900	0	0.899
CXCR4	DRD3	1859216	1857726	9606.ENSP00000386884	9606.ENSP00000373169	0	0	0	0.627	0	0	0.900	0	0.899
E2F4	CDC25A	1857021	1848560	9606.ENSP00000368686	9606.ENSP00000303706	0	0	0	0	0	0	0.900	0	0.899
CCR3	CXCR3	1862185	1855969	9606.ENSP00000441600	9606.ENSP00000362795	0	0	0	0.778	0	0	0.900	0	0.899
EDN1	FOS	1857019	1848822	9606.ENSP00000368683	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0	0.899
MYC	PIK3CA	1856789	1845446	9606.ENSP00000367207	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
RGS4	GRM4	1859995	1856056	9606.ENSP00000397181	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
CDKN2C	CDKN1B	1845196	1843169	9606.ENSP00000262662	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
TFDP1	SMAD4	1856285	1852473	9606.ENSP00000364519	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
TAS2R39	GNAT3	1860507	1858594	9606.ENSP00000405095	9606.ENSP00000381339	0	0	0	0	0	0	0.900	0	0.899
JUN	CCND1	1855436	1843117	9606.ENSP00000360266	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
TFDP2	CREBBP	1861493	1845124	9606.ENSP00000420616	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.899
